,epoch,batch,loss_g,loss_d
0,0,0,58.20443344116211,4738.76708984375
1,0,100,21.503931045532227,11.229442596435547
2,0,200,33.5947265625,1.0635507106781006
3,0,300,29.00674819946289,1.512465000152588
4,0,400,27.42444610595703,1.955065369606018
,epoch,batch,loss_g,loss_d
,epoch,batch,loss_g,loss_d
,epoch,batch,loss_g,loss_d
